barcodes,celltype
2101,HSPC
3946,HSPC
4661,HSPC
2088,HSPC
4238,HSPC
5448,HSPC
1515,HSPC
1138,HSPC
3282,HSPC
849,HSPC
5319,HSPC
878,HSPC
5223,HSPC
5373,HSPC
1028,HSPC
5364,HSPC
5270,HSPC
4847,HSPC
3073,HSPC
986,HSPC
5095,HSPC
728,HSPC
2114,HSPC
4004,HSPC
4098,HSPC
2242,HSPC
3218,HSPC
3329,HSPC
5862,HSPC
1976,HSPC
4110,HSPC
4229,HSPC
2619,HSPC
2913,HSPC
773,HSPC
3595,HSPC
1281,HSPC
822,HSPC
2662,HSPC
3873,HSPC
506,HSPC
294,HSPC
3062,HSPC
5741,HSPC
4905,HSPC
3262,HSPC
90,Baso
1323,HSPC
2035,HSPC
3599,HSPC
5005,HSPC
1975,HSPC
4489,HSPC
196,Monocyte
5502,HSPC
1049,HSPC
1388,HSPC
2388,HSPC
2347,HSPC
4087,HSPC
5707,HSPC
4815,HSPC
5676,HSPC
3031,HSPC
3656,HSPC
5190,HSPC
4890,HSPC
1609,HSPC
3496,HSPC
1801,HSPC
5033,HSPC
2314,HSPC
2192,HSPC
1458,HSPC
2852,HSPC
2284,HSPC
4674,HSPC
4990,HSPC
5764,HSPC
831,HSPC
239,HSPC
2232,HSPC
671,HSPC
1130,HSPC
3289,HSPC
2712,HSPC
3573,HSPC
585,HSPC
3715,HSPC
933,HSPC
2878,HSPC
2702,HSPC
4796,HSPC
2252,HSPC
1118,HSPC
5397,HSPC
5196,HSPC
2105,HSPC
3367,HSPC
565,HSPC
4127,HSPC
413,HSPC
1976,HSPC
2006,HSPC
3175,HSPC
1965,HSPC
4869,HSPC
5738,HSPC
2917,HSPC
2284,HSPC
4547,HSPC
3663,HSPC
161,HSPC
5486,HSPC
3519,HSPC
2311,HSPC
687,HSPC
5384,HSPC
1112,HSPC
1292,HSPC
367,HSPC
277,HSPC
4796,HSPC
448,HSPC
2963,HSPC
4796,HSPC
849,HSPC
3062,HSPC
2317,HSPC
5713,HSPC
3436,HSPC
3434,HSPC
3980,HSPC
2742,HSPC
1138,Monocyte
4026,Lymphoid
2126,HSPC
1347,HSPC
3769,HSPC
4795,HSPC
4641,HSPC
1551,HSPC
3273,HSPC
44,HSPC
5035,HSPC
4385,HSPC
1880,HSPC
2822,HSPC
1416,HSPC
4156,HSPC
2913,HSPC
5664,HSPC
2243,HSPC
2590,HSPC
5626,HSPC
2664,HSPC
62,HSPC
1240,HSPC
5,HSPC
3017,HSPC
90,Baso
2054,HSPC
496,HSPC
3838,HSPC
5738,HSPC
1549,HSPC
3306,HSPC
4955,HSPC
2537,HSPC
5405,HSPC
5300,HSPC
3306,HSPC
4320,HSPC
1125,HSPC
4740,HSPC
3757,HSPC
1474,HSPC
2337,HSPC
3156,HSPC
913,HSPC
3463,HSPC
1125,HSPC
5353,HSPC
4171,HSPC
2416,HSPC
5800,HSPC
3844,HSPC
1738,HSPC
525,HSPC
1190,HSPC
1556,HSPC
606,HSPC
866,HSPC
1381,HSPC
2484,HSPC
2555,HSPC
4925,Monocyte
2691,HSPC
1150,HSPC
2694,HSPC
4855,HSPC
4436,HSPC
5273,HSPC
639,HSPC
2864,HSPC
2152,HSPC
1360,HSPC
2258,HSPC
1426,HSPC
1201,HSPC
4438,HSPC
2101,HSPC
4314,HSPC
4130,HSPC
279,HSPC
1584,HSPC
2218,HSPC
3980,HSPC
5498,HSPC
5272,HSPC
774,HSPC
1155,HSPC
4291,HSPC
849,HSPC
674,HSPC
237,HSPC
1586,HSPC
2056,HSPC
4426,HSPC
2240,HSPC
564,HSPC
3134,HSPC
4021,HSPC
331,HSPC
2737,HSPC
2753,HSPC
5799,HSPC
5257,Lymphoid
1086,HSPC
1658,HSPC
1754,HSPC
2090,HSPC
5720,HSPC
1881,HSPC
2960,Lymphoid
4682,HSPC
455,HSPC
5412,HSPC
1783,HSPC
4972,HSPC
2357,HSPC
3599,HSPC
5030,HSPC
2162,HSPC
5358,HSPC
1088,HSPC
1632,HSPC
68,HSPC
3434,HSPC
2507,Baso
5539,HSPC
70,HSPC
3279,HSPC
521,HSPC
3560,HSPC
2101,HSPC
5017,HSPC
5800,HSPC
1850,HSPC
4272,HSPC
5426,Lymphoid
2897,HSPC
2356,Lymphoid
3980,HSPC
2799,HSPC
5331,HSPC
5343,HSPC
933,HSPC
1056,HSPC
2113,HSPC
5835,HSPC
5163,HSPC
953,HSPC
4397,HSPC
5806,HSPC
1323,HSPC
1036,HSPC
1272,HSPC
1292,HSPC
1901,HSPC
652,HSPC
586,HSPC
3868,HSPC
3137,HSPC
2504,HSPC
5467,HSPC
4122,HSPC
1270,HSPC
4485,HSPC
4174,HSPC
5215,HSPC
2230,HSPC
2975,HSPC
4233,HSPC
1282,HSPC
5395,HSPC
5408,HSPC
2530,HSPC
3367,HSPC
5098,HSPC
5307,HSPC
3858,HSPC
922,HSPC
2139,HSPC
5639,HSPC
5022,HSPC
2554,HSPC
2419,HSPC
5599,HSPC
3218,HSPC
418,HSPC
1183,HSPC
4281,HSPC
3946,HSPC
3017,HSPC
5185,HSPC
1289,HSPC
4443,HSPC
4132,HSPC
4489,HSPC
1234,HSPC
5423,HSPC
452,HSPC
3482,HSPC
4613,HSPC
1669,HSPC
5273,HSPC
4498,HSPC
179,HSPC
2494,HSPC
1839,HSPC
4297,HSPC
3608,HSPC
1130,HSPC
5493,HSPC
4955,HSPC
279,HSPC
3496,HSPC
2981,HSPC
3459,HSPC
218,HSPC
3556,HSPC
361,HSPC
1880,HSPC
5223,HSPC
361,HSPC
2813,HSPC
2157,HSPC
2158,HSPC
5597,HSPC
4915,HSPC
599,HSPC
2062,HSPC
3081,HSPC
4586,HSPC
5364,HSPC
4641,HSPC
5035,HSPC
2484,HSPC
2691,HSPC
2894,HSPC
5118,HSPC
5457,HSPC
2066,HSPC
1783,HSPC
2669,HSPC
3084,HSPC
1396,HSPC
1148,HSPC
3833,HSPC
5704,HSPC
837,HSPC
5837,HSPC
1049,HSPC
3743,HSPC
2426,HSPC
1515,HSPC
3447,HSPC
6,HSPC
5742,HSPC
2286,HSPC
2368,HSPC
2732,HSPC
367,HSPC
1281,HSPC
1251,HSPC
3800,HSPC
2564,HSPC
5619,HSPC
553,HSPC
807,HSPC
5215,HSPC
1366,HSPC
5689,HSPC
2558,HSPC
4201,HSPC
3986,HSPC
2581,HSPC
5420,HSPC
3283,HSPC
4168,HSPC
5021,HSPC
5167,HSPC
3460,HSPC
5332,HSPC
4781,HSPC
2825,HSPC
821,HSPC
656,HSPC
3835,HSPC
303,HSPC
3651,HSPC
892,HSPC
2947,HSPC
4667,HSPC
5026,HSPC
337,HSPC
38,HSPC
3622,HSPC
5627,HSPC
2669,HSPC
4476,HSPC
1063,HSPC
1379,HSPC
1253,HSPC
3033,HSPC
684,HSPC
42,HSPC
3556,HSPC
4200,HSPC
5167,HSPC
925,HSPC
5343,HSPC
3341,HSPC
1034,HSPC
3156,HSPC
3986,HSPC
1952,HSPC
4522,HSPC
3989,HSPC
546,HSPC
1342,HSPC
4651,HSPC
3289,HSPC
4106,HSPC
999,HSPC
5459,HSPC
3570,HSPC
1338,HSPC
1205,HSPC
90,HSPC
1342,HSPC
5240,HSPC
3417,HSPC
2730,HSPC
3283,HSPC
4187,HSPC
5595,HSPC
3095,HSPC
3708,HSPC
2382,HSPC
4846,HSPC
187,HSPC
4171,HSPC
3231,HSPC
4192,HSPC
2316,HSPC
4663,HSPC
4476,HSPC
4371,HSPC
3719,HSPC
719,HSPC
1754,HSPC
4073,HSPC
2721,HSPC
1335,HSPC
3855,HSPC
4123,HSPC
2561,HSPC
1368,HSPC
191,HSPC
2346,HSPC
3191,Baso
1642,HSPC
830,HSPC
2779,HSPC
4749,HSPC
5434,HSPC
418,HSPC
3855,HSPC
5722,HSPC
5012,HSPC
1209,HSPC
4357,HSPC
3320,HSPC
3853,HSPC
2218,HSPC
1693,HSPC
4644,HSPC
1276,HSPC
1520,HSPC
5500,HSPC
5105,HSPC
5616,HSPC
618,HSPC
5134,HSPC
1300,HSPC
4522,HSPC
5471,HSPC
4087,HSPC
5015,HSPC
4822,HSPC
1255,HSPC
4354,HSPC
5341,HSPC
1881,HSPC
1520,HSPC
46,HSPC
5662,HSPC
2357,HSPC
1823,HSPC
4330,HSPC
3460,HSPC
779,HSPC
2234,HSPC
2905,HSPC
4972,HSPC
383,HSPC
5343,HSPC
2376,HSPC
5640,HSPC
2880,HSPC
1308,HSPC
1182,HSPC
1447,HSPC
950,HSPC
5206,HSPC
5427,HSPC
679,HSPC
967,HSPC
5689,HSPC
830,HSPC
1256,HSPC
4639,HSPC
2488,HSPC
397,HSPC
3263,HSPC
5752,HSPC
2500,HSPC
365,HSPC
4872,HSPC
5022,HSPC
2543,HSPC
4947,HSPC
4442,HSPC
2558,HSPC
4646,HSPC
4690,HSPC
802,HSPC
5612,HSPC
4673,HSPC
3450,HSPC
1631,HSPC
2232,HSPC
3561,HSPC
3708,HSPC
457,HSPC
4014,HSPC
5366,HSPC
3248,HSPC
4044,HSPC
2296,HSPC
1438,HSPC
3333,HSPC
3900,HSPC
360,HSPC
3721,HSPC
3319,HSPC
3449,HSPC
156,HSPC
5689,HSPC
2044,HSPC
269,HSPC
5259,HSPC
3936,HSPC
4331,HSPC
1315,HSPC
2769,HSPC
3299,HSPC
1012,HSPC
1232,HSPC
791,HSPC
4668,HSPC
4131,HSPC
1556,HSPC
1858,HSPC
4486,HSPC
2809,HSPC
2269,HSPC
3562,HSPC
4353,HSPC
1858,HSPC
243,HSPC
2362,HSPC
106,HSPC
1314,HSPC
1688,HSPC
2157,HSPC
3928,HSPC
5859,HSPC
2730,HSPC
2581,HSPC
957,HSPC
3263,HSPC
4803,HSPC
847,HSPC
4093,HSPC
2090,HSPC
4612,HSPC
177,HSPC
4056,HSPC
3791,HSPC
5293,HSPC
1448,HSPC
4684,HSPC
1823,HSPC
4732,HSPC
977,HSPC
3667,HSPC
3203,HSPC
2869,HSPC
5686,HSPC
263,HSPC
3235,HSPC
4060,HSPC
2242,HSPC
3524,HSPC
1306,HSPC
2888,HSPC
4667,HSPC
5130,HSPC
5105,HSPC
4382,HSPC
5331,HSPC
3369,HSPC
775,HSPC
4716,HSPC
613,HSPC
2880,HSPC
3943,HSPC
3815,HSPC
4050,Baso
337,HSPC
1644,HSPC
1865,HSPC
432,HSPC
2687,HSPC
4168,HSPC
913,HSPC
779,HSPC
3022,HSPC
3986,HSPC
5566,HSPC
2779,HSPC
4026,Lymphoid
2905,HSPC
744,HSPC
5505,HSPC
4021,HSPC
5382,HSPC
1031,HSPC
4373,HSPC
1831,HSPC
2809,HSPC
382,HSPC
5241,HSPC
3460,HSPC
4542,HSPC
1801,HSPC
3396,HSPC
3667,HSPC
5559,HSPC
5161,HSPC
3866,HSPC
1152,HSPC
5639,HSPC
5109,HSPC
684,HSPC
92,HSPC
4951,HSPC
2801,HSPC
881,HSPC
2440,HSPC
279,HSPC
436,HSPC
51,HSPC
906,HSPC
3277,HSPC
1609,HSPC
2571,HSPC
2478,HSPC
3570,HSPC
3800,HSPC
1607,HSPC
5785,HSPC
5546,HSPC
2436,HSPC
5329,HSPC
2655,HSPC
4073,HSPC
4728,HSPC
3630,HSPC
4075,HSPC
2463,HSPC
5161,HSPC
4840,HSPC
5401,HSPC
4380,HSPC
5557,HSPC
3834,HSPC
2489,HSPC
3440,HSPC
5277,HSPC
4269,HSPC
3943,HSPC
3657,HSPC
4754,HSPC
3022,HSPC
2890,HSPC
2619,HSPC
4442,HSPC
2639,HSPC
4367,HSPC
3400,HSPC
2130,HSPC
5809,HSPC
3505,HSPC
3261,HSPC
2292,HSPC
470,HSPC
5050,HSPC
4865,HSPC
1796,HSPC
2556,HSPC
141,HSPC
4105,HSPC
5355,HSPC
3095,HSPC
5020,HSPC
3491,HSPC
3651,HSPC
2092,HSPC
3520,HSPC
1757,HSPC
3515,HSPC
1391,HSPC
4445,HSPC
1031,HSPC
1150,HSPC
847,HSPC
1232,HSPC
4102,HSPC
4776,HSPC
3313,HSPC
1299,HSPC
4951,HSPC
2151,HSPC
1937,HSPC
3128,HSPC
2821,HSPC
5587,HSPC
2836,HSPC
3988,HSPC
1247,HSPC
1063,HSPC
4353,HSPC
1520,HSPC
5420,Erythroid
1123,HSPC
1391,HSPC
3133,HSPC
2054,HSPC
4131,HSPC
2377,HSPC
2655,HSPC
1881,HSPC
740,HSPC
4138,HSPC
5659,HSPC
1796,HSPC
5366,HSPC
3582,HSPC
3928,HSPC
1064,HSPC
5856,HSPC
2790,HSPC
501,HSPC
1877,HSPC
4988,HSPC
984,HSPC
90,HSPC
5491,HSPC
2056,HSPC
1150,HSPC
5612,HSPC
1176,HSPC
1176,HSPC
302,HSPC
4108,HSPC
4575,HSPC
3472,HSPC
1273,Baso
5095,HSPC
3697,HSPC
1966,HSPC
2556,HSPC
4011,HSPC
3595,HSPC
1952,HSPC
2209,HSPC
4689,HSPC
5167,HSPC
4995,HSPC
4094,HSPC
1097,HSPC
2987,HSPC
5076,HSPC
2050,HSPC
4066,HSPC
3989,HSPC
4747,HSPC
4946,HSPC
5168,HSPC
5701,HSPC
312,HSPC
2747,HSPC
2112,HSPC
4747,HSPC
3791,HSPC
1873,HSPC
1688,HSPC
5708,HSPC
5552,HSPC
3900,HSPC
1262,HSPC
1360,HSPC
3363,HSPC
729,HSPC
2429,HSPC
4831,HSPC
3709,HSPC
1995,HSPC
4684,HSPC
3320,HSPC
3436,HSPC
5597,HSPC
5036,HSPC
3203,HSPC
243,HSPC
4976,HSPC
3816,HSPC
1034,HSPC
2941,Baso
4869,HSPC
100,HSPC
1149,HSPC
3130,HSPC
5722,HSPC
3525,HSPC
3988,HSPC
3095,HSPC
3921,HSPC
4522,HSPC
2357,HSPC
2744,HSPC
3200,HSPC
1031,HSPC
715,HSPC
3901,HSPC
3004,HSPC
1247,HSPC
3810,HSPC
2186,HSPC
3698,HSPC
2205,HSPC
3957,HSPC
2996,HSPC
4731,HSPC
628,HSPC
4536,HSPC
4831,HSPC
4039,HSPC
5730,HSPC
4646,HSPC
5341,HSPC
4132,HSPC
310,HSPC
3476,HSPC
5640,HSPC
5328,HSPC
4536,HSPC
5418,HSPC
294,HSPC
1823,HSPC
1148,HSPC
5806,HSPC
4093,HSPC
905,HSPC
5493,HSPC
5270,HSPC
3795,HSPC
2431,HSPC
4969,HSPC
436,HSPC
5519,HSPC
1491,HSPC
700,Baso
5368,HSPC
3498,HSPC
5700,HSPC
5382,HSPC
3254,HSPC
2093,HSPC
2999,HSPC
5471,HSPC
5032,HSPC
5490,HSPC
3703,HSPC
1937,HSPC
5459,HSPC
946,HSPC
2742,HSPC
2895,HSPC
4523,HSPC
2989,HSPC
1594,HSPC
455,HSPC
530,HSPC
2809,HSPC
4354,HSPC
951,HSPC
1176,HSPC
5475,HSPC
2044,HSPC
4768,HSPC
1368,HSPC
1751,HSPC
5192,HSPC
4575,HSPC
2779,HSPC
5282,HSPC
436,HSPC
2235,HSPC
5010,HSPC
3657,HSPC
3031,HSPC
4922,HSPC
5219,HSPC
1308,HSPC
856,HSPC
3176,HSPC
1431,HSPC
4702,HSPC
1220,HSPC
690,HSPC
1916,HSPC
2186,HSPC
3395,HSPC
4699,HSPC
5032,HSPC
5282,HSPC
1981,HSPC
2599,HSPC
4338,HSPC
3611,HSPC
5030,HSPC
2864,HSPC
3630,HSPC
4753,HSPC
3390,HSPC
1305,HSPC
1742,HSPC
1209,HSPC
3626,HSPC
1881,HSPC
5192,HSPC
1086,HSPC
3319,HSPC
382,HSPC
1122,HSPC
2999,HSPC
4775,HSPC
4988,HSPC
5395,HSPC
447,HSPC
4097,HSPC
40,HSPC
2910,HSPC
5038,HSPC
2215,HSPC
565,HSPC
587,HSPC
406,HSPC
2208,HSPC
3211,Baso
3749,HSPC
508,HSPC
4445,HSPC
4087,HSPC
5835,HSPC
4426,HSPC
4151,HSPC
4254,HSPC
5204,HSPC
1982,HSPC
2032,HSPC
203,HSPC
2251,HSPC
3154,HSPC
1552,HSPC
934,HSPC
2917,HSPC
380,HSPC
1127,HSPC
406,HSPC
2208,HSPC
3969,HSPC
2905,HSPC
947,HSPC
1694,HSPC
4972,HSPC
3812,HSPC
4658,HSPC
2277,HSPC
395,HSPC
3071,HSPC
1876,HSPC
5619,HSPC
3703,HSPC
1348,HSPC
1119,HSPC
5458,HSPC
1606,HSPC
5322,HSPC
4992,HSPC
2487,HSPC
3558,HSPC
2157,HSPC
2880,HSPC
3855,HSPC
35,HSPC
74,HSPC
5051,HSPC
197,HSPC
791,HSPC
3189,HSPC
1137,HSPC
2532,HSPC
5491,HSPC
2140,HSPC
1601,HSPC
3558,HSPC
4732,HSPC
2412,HSPC
3561,HSPC
5020,HSPC
4584,HSPC
2895,HSPC
1504,HSPC
1885,HSPC
3128,HSPC
1192,HSPC
4728,HSPC
700,Baso
1058,HSPC
2462,HSPC
4526,HSPC
3325,HSPC
2050,HSPC
5423,HSPC
1209,HSPC
4650,HSPC
2575,HSPC
3876,HSPC
2941,Baso
4367,HSPC
5392,HSPC
5546,HSPC
3074,HSPC
5490,HSPC
1256,HSPC
4803,HSPC
506,HSPC
4848,HSPC
4445,HSPC
5045,HSPC
1767,HSPC
3282,HSPC
2999,HSPC
4906,HSPC
5071,HSPC
1504,HSPC
3894,HSPC
5684,HSPC
2047,HSPC
1115,HSPC
2082,HSPC
1620,Baso
4297,HSPC
4577,HSPC
2092,HSPC
2998,HSPC
1905,HSPC
1358,HSPC
2892,HSPC
1478,HSPC
1058,HSPC
719,HSPC
5561,HSPC
2617,HSPC
5470,HSPC
1426,HSPC
4560,HSPC
4368,HSPC
2463,HSPC
3891,HSPC
1030,HSPC
2346,HSPC
5090,HSPC
5850,HSPC
3189,HSPC
157,HSPC
4415,HSPC
4011,HSPC
4174,HSPC
4165,HSPC
3946,HSPC
4110,HSPC
2878,HSPC
832,HSPC
806,HSPC
3146,HSPC
1469,HSPC
3476,HSPC
3742,HSPC
237,HSPC
156,HSPC
2871,HSPC
2162,HSPC
4751,HSPC
1355,HSPC
4308,HSPC
5505,HSPC
3989,HSPC
290,HSPC
2130,HSPC
4145,HSPC
2429,HSPC
1767,HSPC
779,HSPC
1397,HSPC
3916,HSPC
379,HSPC
1315,HSPC
927,HSPC
2767,HSPC
5562,HSPC
227,HSPC
1088,HSPC
856,HSPC
988,HSPC
830,HSPC
3001,HSPC
3651,HSPC
2083,HSPC
2619,HSPC
1995,HSPC
1584,HSPC
303,HSPC
1884,HSPC
4537,HSPC
388,HSPC
2083,HSPC
2383,HSPC
3982,HSPC
2600,HSPC
1795,HSPC
5448,HSPC
4380,HSPC
376,HSPC
5837,HSPC
4106,HSPC
2137,HSPC
3376,HSPC
3135,HSPC
3197,HSPC
219,HSPC
4639,HSPC
3504,HSPC
897,HSPC
5158,HSPC
1292,HSPC
1468,HSPC
5707,HSPC
3759,HSPC
21,HSPC
224,HSPC
5368,HSPC
2987,HSPC
1195,HSPC
977,HSPC
5140,HSPC
618,HSPC
2394,HSPC
4438,HSPC
4056,HSPC
4185,HSPC
4990,HSPC
3460,HSPC
5830,HSPC
4941,HSPC
1355,HSPC
4165,HSPC
4354,HSPC
4050,HSPC
5222,HSPC
3387,HSPC
3262,HSPC
5853,HSPC
748,HSPC
460,HSPC
2704,HSPC
648,HSPC
5185,HSPC
2161,HSPC
2572,HSPC
2129,HSPC
4655,HSPC
1092,HSPC
4835,HSPC
39,HSPC
5559,HSPC
981,HSPC
5051,HSPC
859,HSPC
715,HSPC
4241,HSPC
50,HSPC
4091,HSPC
399,HSPC
2967,HSPC
831,HSPC
1426,HSPC
5206,HSPC
1045,HSPC
2242,HSPC
3923,HSPC
787,HSPC
413,HSPC
2375,HSPC
1123,HSPC
1871,HSPC
3793,HSPC
1463,HSPC
4269,HSPC
4385,HSPC
1610,HSPC
1734,HSPC
2080,HSPC
15,HSPC
4271,HSPC
797,HSPC
4228,HSPC
4885,HSPC
290,HSPC
3440,Baso
4354,HSPC
2902,HSPC
838,HSPC
5368,HSPC
5835,HSPC
1796,HSPC
413,HSPC
5699,HSPC
1764,HSPC
5595,HSPC
5434,HSPC
4019,HSPC
4166,HSPC
5384,HSPC
922,HSPC
4075,HSPC
4214,HSPC
1835,HSPC
1292,HSPC
445,HSPC
2620,Lymphoid
2912,HSPC
1366,HSPC
3764,HSPC
2024,HSPC
1396,HSPC
2826,HSPC
5780,HSPC
1536,HSPC
692,HSPC
1433,HSPC
1853,HSPC
3395,HSPC
3971,HSPC
3999,HSPC
2380,HSPC
5303,HSPC
4586,HSPC
3437,HSPC
1195,HSPC
4004,HSPC
746,HSPC
5788,HSPC
2769,HSPC
5134,HSPC
2549,HSPC
1031,HSPC
2792,HSPC
2619,HSPC
4768,HSPC
5635,HSPC
1606,HSPC
742,HSPC
687,HSPC
3049,HSPC
2717,HSPC
5413,HSPC
3805,HSPC
5475,HSPC
3773,HSPC
2833,HSPC
91,HSPC
3514,HSPC
1063,HSPC
4603,HSPC
2774,HSPC
2981,HSPC
432,HSPC
3583,HSPC
1944,Lymphoid
1260,HSPC
4162,HSPC
3238,HSPC
1201,HSPC
3982,HSPC
2143,HSPC
86,HSPC
514,HSPC
4134,HSPC
1019,HSPC
1237,HSPC
4291,HSPC
3789,HSPC
4480,HSPC
435,HSPC
4965,HSPC
1251,HSPC
1020,HSPC
649,HSPC
5250,HSPC
5764,HSPC
4868,HSPC
1111,HSPC
4436,HSPC
3211,HSPC
3579,HSPC
5182,HSPC
897,HSPC
3520,HSPC
4520,HSPC
1446,HSPC
3582,HSPC
1793,HSPC
730,HSPC
4296,HSPC
1689,HSPC
4850,HSPC
809,HSPC
3358,HSPC
4987,HSPC
2055,HSPC
1533,HSPC
2441,HSPC
2564,HSPC
3392,HSPC
3040,HSPC
231,Lymphoid
447,HSPC
5561,HSPC
5045,HSPC
3684,HSPC
1418,HSPC
38,HSPC
4465,HSPC
4547,HSPC
212,HSPC
5341,HSPC
2357,HSPC
2932,HSPC
5075,HSPC
3241,HSPC
4214,HSPC
5373,HSPC
1917,HSPC
5076,HSPC
3785,HSPC
4607,HSPC
4748,HSPC
216,HSPC
4326,HSPC
430,HSPC
3482,HSPC
4821,HSPC
5203,HSPC
2888,HSPC
5044,HSPC
397,HSPC
2126,HSPC
1966,HSPC
3586,HSPC
5597,HSPC
3773,HSPC
3245,HSPC
1877,HSPC
1536,HSPC
5232,HSPC
4371,HSPC
3609,HSPC
1873,HSPC
1425,HSPC
3586,HSPC
3675,HSPC
2066,HSPC
1694,HSPC
2504,HSPC
3603,HSPC
5418,HSPC
3757,HSPC
1457,HSPC
4106,HSPC
3410,HSPC
5257,Lymphoid
4859,HSPC
32,HSPC
1825,HSPC
3495,HSPC
3810,HSPC
1710,HSPC
1623,HSPC
2012,HSPC
3574,HSPC
3792,HSPC
4750,HSPC
4669,HSPC
1279,HSPC
2275,HSPC
5180,HSPC
5269,HSPC
3496,HSPC
2304,HSPC
4733,HSPC
4376,HSPC
1500,HSPC
2494,HSPC
3120,HSPC
5360,HSPC
2999,HSPC
986,HSPC
201,HSPC
2704,HSPC
3046,HSPC
3050,HSPC
2893,HSPC
1982,HSPC
4106,HSPC
2225,HSPC
1933,HSPC
158,HSPC
1832,HSPC
2124,HSPC
4007,HSPC
1270,HSPC
762,HSPC
2301,HSPC
5084,HSPC
3206,HSPC
1976,HSPC
3805,HSPC
4400,HSPC
1582,HSPC
3807,HSPC
278,HSPC
5710,HSPC
5259,HSPC
2729,HSPC
3237,HSPC
4115,HSPC
2493,HSPC
5262,HSPC
3921,HSPC
3999,HSPC
159,HSPC
2230,HSPC
2902,HSPC
4860,HSPC
669,HSPC
3145,HSPC
3341,HSPC
1767,HSPC
5618,HSPC
1038,HSPC
2516,HSPC
3375,HSPC
3179,HSPC
5371,HSPC
4822,HSPC
3874,HSPC
5539,HSPC
4982,HSPC
1944,Lymphoid
370,HSPC
5616,HSPC
809,HSPC
2484,HSPC
1781,HSPC
4480,HSPC
3921,HSPC
3120,HSPC
2822,HSPC
331,HSPC
5250,HSPC
4210,HSPC
2737,HSPC
1015,HSPC
1610,HSPC
5044,HSPC
2351,HSPC
297,HSPC
2688,HSPC
3133,HSPC
5685,HSPC
5065,HSPC
455,HSPC
2863,HSPC
4727,HSPC
3440,HSPC
5809,HSPC
357,HSPC
3387,HSPC
1898,HSPC
4542,HSPC
3090,HSPC
4122,HSPC
1532,HSPC
4655,HSPC
1646,HSPC
134,HSPC
5840,Erythroid
2753,HSPC
3999,HSPC
4962,HSPC
2446,HSPC
1689,HSPC
1913,HSPC
4768,HSPC
3390,HSPC
5637,HSPC
1546,HSPC
950,HSPC
1292,HSPC
27,HSPC
809,HSPC
1728,HSPC
1814,HSPC
1380,HSPC
1176,HSPC
455,HSPC
3133,HSPC
2729,HSPC
5051,HSPC
3589,HSPC
4376,HSPC
1272,HSPC
5605,HSPC
5300,HSPC
2197,HSPC
2446,HSPC
4537,HSPC
2378,HSPC
2737,HSPC
658,HSPC
3136,HSPC
4955,HSPC
1500,HSPC
5350,HSPC
5274,HSPC
3686,HSPC
99,HSPC
2296,HSPC
4135,HSPC
98,HSPC
3431,HSPC
3146,HSPC
3082,HSPC
3528,HSPC
85,HSPC
4407,HSPC
1795,HSPC
2947,HSPC
3746,HSPC
3898,HSPC
3372,HSPC
4436,HSPC
3826,HSPC
4690,HSPC
5552,HSPC
5814,HSPC
3815,HSPC
3582,HSPC
536,HSPC
5426,HSPC
5730,HSPC
297,HSPC
2662,HSPC
692,HSPC
4655,HSPC
4214,HSPC
3583,HSPC
911,HSPC
5814,HSPC
3421,HSPC
21,HSPC
5303,HSPC
1549,HSPC
5472,HSPC
729,HSPC
1112,HSPC
314,HSPC
2748,HSPC
2750,HSPC
4389,HSPC
712,HSPC
4050,Baso
5833,HSPC
4017,HSPC
4254,HSPC
3750,HSPC
2835,HSPC
5392,HSPC
4279,HSPC
4603,HSPC
2694,HSPC
4855,HSPC
2524,HSPC
5618,HSPC
2704,HSPC
5716,HSPC
1360,HSPC
5471,HSPC
3465,HSPC
1020,HSPC
3387,HSPC
3828,HSPC
567,HSPC
3155,HSPC
5605,HSPC
4239,HSPC
2918,HSPC
1054,HSPC
1167,HSPC
841,HSPC
2543,HSPC
4320,HSPC
4512,HSPC
1273,HSPC
1751,HSPC
3228,HSPC
604,HSPC
5781,HSPC
5030,HSPC
2431,HSPC
5337,HSPC
5809,HSPC
1111,HSPC
4411,HSPC
3395,HSPC
2304,HSPC
2497,HSPC
3957,HSPC
1918,HSPC
4338,HSPC
2317,HSPC
4486,HSPC
1414,Neutrophil
2419,HSPC
2388,HSPC
2394,HSPC
3283,HSPC
925,HSPC
5705,HSPC
2505,HSPC
5204,HSPC
2394,HSPC
939,HSPC
1913,HSPC
2337,HSPC
1985,HSPC
2639,HSPC
4707,HSPC
5552,HSPC
2383,HSPC
2524,HSPC
669,HSPC
585,HSPC
1919,HSPC
4835,HSPC
5222,HSPC
5353,HSPC
3452,HSPC
1488,HSPC
3000,HSPC
5414,HSPC
2763,HSPC
1029,HSPC
4362,HSPC
3541,HSPC
5605,HSPC
4727,HSPC
730,HSPC
652,HSPC
2337,HSPC
3082,HSPC
1489,HSPC
986,HSPC
375,HSPC
648,HSPC
1507,HSPC
444,HSPC
2352,HSPC
4416,HSPC
2504,HSPC
1457,HSPC
5561,HSPC
3563,HSPC
1441,HSPC
5104,HSPC
1690,HSPC
4188,HSPC
5041,HSPC
3833,HSPC
5710,HSPC
2833,HSPC
1796,HSPC
1539,HSPC
5828,HSPC
1738,HSPC
4562,HSPC
72,HSPC
2619,HSPC
2522,HSPC
1627,HSPC
1783,HSPC
2066,HSPC
2746,HSPC
